Ido,Idp,Fecha,Nom_art,Tipo_art,Servicio,Precio_art,Cantidad,Monto_trans,Tipo_trans,GPR,Hora_venta,Id_Orden,Id_Pagar,Ref
196.221,196.222,2022-05-23,Aalopuri,Comida rapida,Restaurante,20.00,3,60.00,Virtual,Sr.,Tarde/noche,196.221,196.222,196
197.221,197.222,2022-05-23,Vadapav,Comida rapida,Restaurante,20.00,3,60.00,Virtual,Sr.,Tarde/noche,197.221,197.222,197
198.221,198.222,2022-05-24,Frankie,Comida rapida,Domicilio,50.00,13,650.00,Efectivo,Sr.,Tarde/noche,198.221,198.222,198
199.221,199.222,2022-05-24,Cafe frio,Bebidas,Restaurante,40.00,3,120.00,Virtual,Sr.,Tarde/noche,199.221,199.222,199
200.221,200.222,2022-05-25,Frankie,Comida rapida,Domicilio,50.00,11,550.00,Efectivo,Sra.,Noche,200.221,200.222,200
201.221,201.222,2022-05-25,Jugo cania de azucar,Bebidas,Restaurante,25.00,14,350.00,Efectivo,Sr.,Tarde/noche,201.221,201.222,201
202.221,202.222,2022-05-25,Panipuri,Comida rapida,Restaurante,20.00,2,40.00,Efectivo,Sra.,Tarde/noche,202.221,202.222,202
203.221,203.222,2022-05-25,Sandwich,Comida rapida,Domicilio,60.00,2,120.00,Efectivo,Sr.,Media noche,203.221,203.222,203
204.221,204.222,2022-05-26,Sandwich,Comida rapida,Domicilio,60.00,3,180.00,Virtual,Sr.,Media noche,204.221,204.222,204
205.221,205.222,2022-05-26,Vadapav,Comida rapida,Restaurante,20.00,1,20.00,Efectivo,Sr.,Noche,205.221,205.222,205
206.221,206.222,2022-05-26,Jugo cania de azucar,Bebidas,Domicilio,25.00,14,350.00,Efectivo,Sra.,Noche,206.221,206.222,206
207.221,207.222,2022-05-27,Panipuri,Comida rapida,Domicilio,20.00,14,280.00,Virtual,Sra.,Tarde/noche,207.221,207.222,207
208.221,208.222,2022-05-27,Sandwich,Comida rapida,Restaurante,60.00,9,540.00,Efectivo,Sra.,Media noche,208.221,208.222,208
209.221,209.222,2022-05-27,Vadapav,Comida rapida,Restaurante,20.00,13,260.00,Efectivo,Sr.,Tarde,209.221,209.222,209
210.221,210.222,2022-05-27,Frankie,Comida rapida,Domicilio,50.00,7,350.00,Cheque,Sra.,Maniana,210.221,210.222,210
211.221,211.222,2022-05-27,Sandwich,Comida rapida,Restaurante,60.00,7,420.00,Efectivo,Sr.,Noche,211.221,211.222,211
212.221,212.222,2022-05-27,Aalopuri,Comida rapida,Domicilio,20.00,10,200.00,Virtual,Sr.,Media noche,212.221,212.222,212
213.221,213.222,2022-05-28,Vadapav,Comida rapida,Restaurante,20.00,15,300.00,Virtual,Sr.,Maniana,213.221,213.222,213
214.221,214.222,2022-05-28,Panipuri,Comida rapida,Restaurante,20.00,5,100.00,Cheque,Sra.,Media noche,214.221,214.222,214
215.221,215.222,2022-05-29,Aalopuri,Comida rapida,Domicilio,20.00,8,160.00,Efectivo,Sr.,Noche,215.221,215.222,215
216.221,216.222,2022-05-29,Aalopuri,Comida rapida,Restaurante,20.00,3,60.00,Virtual,Sra.,Media noche,216.221,216.222,216
217.221,217.222,2022-05-30,Frankie,Comida rapida,Restaurante,50.00,10,500.00,Virtual,Sra.,Media noche,217.221,217.222,217
218.221,218.222,2022-05-30,Cafe frio,Bebidas,Domicilio,40.00,3,120.00,Virtual,Sr.,Maniana,218.221,218.222,218
219.221,219.222,2022-05-31,Vadapav,Comida rapida,Domicilio,20.00,2,40.00,Virtual,Sra.,Media noche,219.221,219.222,219
220.221,220.222,2022-05-31,Frankie,Comida rapida,Restaurante,50.00,8,400.00,Efectivo,Sr.,Noche,220.221,220.222,220
221.221,221.222,2022-06-05,Aalopuri,Comida rapida,Restaurante,20.00,4,80.00,Cheque,Sr.,Maniana,221.221,221.222,221
222.221,222.222,2022-06-05,Jugo cania de azucar,Bebidas,Domicilio,25.00,12,300.00,Efectivo,Sr.,Maniana,222.221,222.222,222
223.221,223.222,2022-06-05,Aalopuri,Comida rapida,Restaurante,20.00,7,140.00,Virtual,Sra.,Maniana,223.221,223.222,223
224.221,224.222,2022-06-05,Aalopuri,Comida rapida,Restaurante,20.00,14,280.00,Virtual,Sra.,Tarde/noche,224.221,224.222,224
225.221,225.222,2022-06-06,Jugo cania de azucar,Bebidas,Domicilio,25.00,2,50.00,Efectivo,Sr.,Tarde,225.221,225.222,225
226.221,226.222,2022-06-06,Aalopuri,Comida rapida,Domicilio,20.00,11,220.00,Virtual,Sr.,Noche,226.221,226.222,226
227.221,227.222,2022-06-06,Jugo cania de azucar,Bebidas,Restaurante,25.00,4,100.00,Efectivo,Sr.,Maniana,227.221,227.222,227
228.221,228.222,2022-06-06,Frankie,Comida rapida,Restaurante,50.00,9,450.00,Virtual,Sra.,Noche,228.221,228.222,228
229.221,229.222,2022-06-07,Sandwich,Comida rapida,Restaurante,60.00,1,60.00,Virtual,Sr.,Media noche,229.221,229.222,229
230.221,230.222,2022-06-07,Aalopuri,Comida rapida,Domicilio,20.00,2,40.00,Virtual,Sra.,Tarde,230.221,230.222,230
231.221,231.222,2022-06-08,Panipuri,Comida rapida,Restaurante,20.00,5,100.00,Virtual,Sr.,Tarde,231.221,231.222,231
232.221,232.222,2022-06-08,Aalopuri,Comida rapida,Restaurante,20.00,3,60.00,Efectivo,Sr.,Maniana,232.221,232.222,232
233.221,233.222,2022-06-09,Vadapav,Comida rapida,Domicilio,20.00,14,280.00,Efectivo,Sr.,Media noche,233.221,233.222,233
234.221,234.222,2022-06-09,Cafe frio,Bebidas,Domicilio,40.00,7,280.00,Efectivo,Sr.,Tarde/noche,234.221,234.222,234
235.221,235.222,2022-06-10,Cafe frio,Bebidas,Domicilio,40.00,2,80.00,Virtual,Sra.,Media noche,235.221,235.222,235
236.221,236.222,2022-06-11,Frankie,Comida rapida,Domicilio,50.00,4,200.00,Virtual,Sra.,Maniana,236.221,236.222,236
237.221,237.222,2022-06-11,Cafe frio,Bebidas,Restaurante,40.00,14,560.00,Efectivo,Sr.,Noche,237.221,237.222,237
238.221,238.222,2022-06-11,Cafe frio,Bebidas,Restaurante,40.00,9,360.00,Efectivo,Sra.,Tarde/noche,238.221,238.222,238
239.221,239.222,2022-06-11,Cafe frio,Bebidas,Domicilio,40.00,11,440.00,Efectivo,Sr.,Maniana,239.221,239.222,239
240.221,240.222,2022-06-13,Panipuri,Comida rapida,Domicilio,20.00,1,20.00,Efectivo,Sra.,Media noche,240.221,240.222,240
241.221,241.222,2022-06-13,Panipuri,Comida rapida,Restaurante,20.00,7,140.00,Cheque,Sra.,Media noche,241.221,241.222,241
242.221,242.222,2022-06-13,Frankie,Comida rapida,Domicilio,50.00,1,50.00,Virtual,Sra.,Media noche,242.221,242.222,242
243.221,243.222,2022-06-13,Frankie,Comida rapida,Domicilio,50.00,5,250.00,Virtual,Sra.,Tarde/noche,243.221,243.222,243
244.221,244.222,2022-06-14,Frankie,Comida rapida,Restaurante,50.00,1,50.00,Efectivo,Sra.,Tarde,244.221,244.222,244
245.221,245.222,2022-06-15,Aalopuri,Comida rapida,Restaurante,20.00,4,80.00,Cheque,Sr.,Tarde/noche,245.221,245.222,245
246.221,246.222,2022-06-15,Sandwich,Comida rapida,Domicilio,60.00,13,780.00,Efectivo,Sr.,Noche,246.221,246.222,246
247.221,247.222,2022-06-16,Vadapav,Comida rapida,Restaurante,20.00,3,60.00,Virtual,Sr.,Tarde/noche,247.221,247.222,247
248.221,248.222,2022-06-16,Frankie,Comida rapida,Restaurante,50.00,1,50.00,Efectivo,Sr.,Media noche,248.221,248.222,248
249.221,249.222,2022-06-16,Frankie,Comida rapida,Domicilio,50.00,11,550.00,Efectivo,Sra.,Maniana,249.221,249.222,249
250.221,250.222,2022-06-17,Sandwich,Comida rapida,Restaurante,60.00,15,900.00,Virtual,Sr.,Maniana,250.221,250.222,250
251.221,251.222,2022-06-17,Panipuri,Comida rapida,Domicilio,20.00,12,240.00,Virtual,Sr.,Maniana,251.221,251.222,251
252.221,252.222,2022-06-18,Jugo cania de azucar,Bebidas,Domicilio,25.00,13,325.00,Virtual,Sr.,Tarde,252.221,252.222,252
253.221,253.222,2022-06-18,Jugo cania de azucar,Bebidas,Domicilio,25.00,5,125.00,Cheque,Sr.,Media noche,253.221,253.222,253
254.221,254.222,2022-06-18,Jugo cania de azucar,Bebidas,Restaurante,25.00,1,25.00,Virtual,Sr.,Noche,254.221,254.222,254
255.221,255.222,2022-06-19,Panipuri,Comida rapida,Domicilio,20.00,2,40.00,Efectivo,Sr.,Tarde/noche,255.221,255.222,255
256.221,256.222,2022-06-19,Frankie,Comida rapida,Domicilio,50.00,6,300.00,Virtual,Sra.,Noche,256.221,256.222,256
257.221,257.222,2022-06-19,Sandwich,Comida rapida,Restaurante,60.00,10,600.00,Virtual,Sra.,Maniana,257.221,257.222,257
258.221,258.222,2022-06-20,Vadapav,Comida rapida,Restaurante,20.00,6,120.00,Efectivo,Sr.,Maniana,258.221,258.222,258
259.221,259.222,2022-06-20,Cafe frio,Bebidas,Restaurante,40.00,5,200.00,Virtual,Sr.,Maniana,259.221,259.222,259
260.221,260.222,2022-06-20,Vadapav,Comida rapida,Restaurante,20.00,9,180.00,Virtual,Sr.,Maniana,260.221,260.222,260
261.221,261.222,2022-06-22,Jugo cania de azucar,Bebidas,Restaurante,25.00,15,375.00,Virtual,Sr.,Tarde,261.221,261.222,261
262.221,262.222,2022-06-22,Panipuri,Comida rapida,Domicilio,20.00,4,80.00,Efectivo,Sr.,Noche,262.221,262.222,262
263.221,263.222,2022-06-24,Frankie,Comida rapida,Restaurante,50.00,7,350.00,Efectivo,Sra.,Tarde,263.221,263.222,263
264.221,264.222,2022-06-24,Panipuri,Comida rapida,Restaurante,20.00,9,180.00,Efectivo,Sra.,Tarde/noche,264.221,264.222,264
265.221,265.222,2022-06-25,Sandwich,Comida rapida,Domicilio,60.00,3,180.00,Efectivo,Sr.,Tarde/noche,265.221,265.222,265
266.221,266.222,2022-06-25,Aalopuri,Comida rapida,Restaurante,20.00,2,40.00,Virtual,Sra.,Maniana,266.221,266.222,266
267.221,267.222,2022-06-25,Frankie,Comida rapida,Restaurante,50.00,10,500.00,Efectivo,Sra.,Maniana,267.221,267.222,267
268.221,268.222,2022-06-25,Jugo cania de azucar,Bebidas,Restaurante,25.00,14,350.00,Virtual,Sr.,Noche,268.221,268.222,268
269.221,269.222,2022-06-25,Jugo cania de azucar,Bebidas,Restaurante,25.00,5,125.00,Efectivo,Sra.,Maniana,269.221,269.222,269
270.221,270.222,2022-06-26,Vadapav,Comida rapida,Domicilio,20.00,12,240.00,Cheque,Sra.,Tarde/noche,270.221,270.222,270
271.221,271.222,2022-06-26,Jugo cania de azucar,Bebidas,Domicilio,25.00,1,25.00,Efectivo,Sr.,Media noche,271.221,271.222,271
272.221,272.222,2022-06-26,Panipuri,Comida rapida,Restaurante,20.00,9,180.00,Virtual,Sr.,Media noche,272.221,272.222,272
273.221,273.222,2022-06-26,Aalopuri,Comida rapida,Domicilio,20.00,15,300.00,Efectivo,Sr.,Tarde,273.221,273.222,273
274.221,274.222,2022-06-27,Aalopuri,Comida rapida,Restaurante,20.00,8,160.00,Efectivo,Sr.,Tarde,274.221,274.222,274
275.221,275.222,2022-06-27,Frankie,Comida rapida,Restaurante,50.00,10,500.00,Efectivo,Sra.,Noche,275.221,275.222,275
276.221,276.222,2022-06-28,Aalopuri,Comida rapida,Restaurante,20.00,3,60.00,Cheque,Sr.,Noche,276.221,276.222,276
277.221,277.222,2022-06-28,Jugo cania de azucar,Bebidas,Restaurante,25.00,2,50.00,Efectivo,Sr.,Noche,277.221,277.222,277
278.221,278.222,2022-06-28,Frankie,Comida rapida,Restaurante,50.00,13,650.00,Efectivo,Sra.,Tarde,278.221,278.222,278
279.221,279.222,2022-06-29,Cafe frio,Bebidas,Restaurante,40.00,14,560.00,Efectivo,Sr.,Tarde,279.221,279.222,279
280.221,280.222,2022-06-30,Panipuri,Comida rapida,Restaurante,20.00,8,160.00,Efectivo,Sr.,Maniana,280.221,280.222,280
281.221,281.222,2022-06-30,Frankie,Comida rapida,Domicilio,50.00,15,750.00,Efectivo,Sr.,Tarde,281.221,281.222,281
282.221,282.222,2022-06-30,Sandwich,Comida rapida,Domicilio,60.00,15,900.00,Cheque,Sra.,Noche,282.221,282.222,282
283.221,283.222,2022-06-30,Sandwich,Comida rapida,Restaurante,60.00,2,120.00,Efectivo,Sra.,Tarde/noche,283.221,283.222,283
284.221,284.222,2022-06-30,Frankie,Comida rapida,Restaurante,50.00,5,250.00,Virtual,Sra.,Noche,284.221,284.222,284
285.221,285.222,2022-06-30,Jugo cania de azucar,Bebidas,Restaurante,25.00,12,300.00,Virtual,Sr.,Maniana,285.221,285.222,285
286.221,286.222,2022-06-30,Vadapav,Comida rapida,Restaurante,20.00,6,120.00,Efectivo,Sra.,Noche,286.221,286.222,286
287.221,287.222,2022-07-04,Sandwich,Comida rapida,Restaurante,60.00,13,780.00,Virtual,Sra.,Maniana,287.221,287.222,287
288.221,288.222,2022-07-04,Vadapav,Comida rapida,Restaurante,20.00,3,60.00,Cheque,Sr.,Media noche,288.221,288.222,288
289.221,289.222,2022-07-04,Sandwich,Comida rapida,Restaurante,60.00,11,660.00,Virtual,Sr.,Tarde/noche,289.221,289.222,289
290.221,290.222,2022-07-05,Vadapav,Comida rapida,Restaurante,20.00,7,140.00,Efectivo,Sr.,Tarde/noche,290.221,290.222,290
291.221,291.222,2022-07-05,Sandwich,Comida rapida,Domicilio,60.00,10,600.00,Efectivo,Sr.,Noche,291.221,291.222,291
292.221,292.222,2022-07-05,Aalopuri,Comida rapida,Restaurante,20.00,11,220.00,Efectivo,Sr.,Media noche,292.221,292.222,292
293.221,293.222,2022-07-05,Cafe frio,Bebidas,Domicilio,40.00,8,320.00,Efectivo,Sr.,Tarde/noche,293.221,293.222,293
294.221,294.222,2022-07-06,Frankie,Comida rapida,Restaurante,50.00,8,400.00,Efectivo,Sr.,Maniana,294.221,294.222,294
295.221,295.222,2022-07-06,Jugo cania de azucar,Bebidas,Domicilio,25.00,1,25.00,Cheque,Sra.,Maniana,295.221,295.222,295
296.221,296.222,2022-07-07,Cafe frio,Bebidas,Restaurante,40.00,10,400.00,Efectivo,Sr.,Tarde/noche,296.221,296.222,296
297.221,297.222,2022-07-08,Vadapav,Comida rapida,Domicilio,20.00,11,220.00,Virtual,Sr.,Media noche,297.221,297.222,297
298.221,298.222,2022-07-09,Sandwich,Comida rapida,Restaurante,60.00,13,780.00,Efectivo,Sr.,Tarde/noche,298.221,298.222,298
299.221,299.222,2022-07-09,Panipuri,Comida rapida,Restaurante,20.00,3,60.00,Virtual,Sr.,Tarde/noche,299.221,299.222,299
300.221,300.222,2022-07-09,Frankie,Comida rapida,Restaurante,50.00,2,100.00,Efectivo,Sr.,Tarde,300.221,300.222,300
301.221,301.222,2022-07-10,Sandwich,Comida rapida,Domicilio,60.00,6,360.00,Virtual,Sr.,Tarde/noche,301.221,301.222,301
302.221,302.222,2022-07-10,Frankie,Comida rapida,Domicilio,50.00,7,350.00,Efectivo,Sr.,Tarde/noche,302.221,302.222,302
303.221,303.222,2022-07-10,Cafe frio,Bebidas,Restaurante,40.00,7,280.00,Virtual,Sr.,Tarde,303.221,303.222,303
304.221,304.222,2022-07-11,Cafe frio,Bebidas,Restaurante,40.00,10,400.00,Virtual,Sra.,Noche,304.221,304.222,304
305.221,305.222,2022-07-12,Aalopuri,Comida rapida,Domicilio,20.00,2,40.00,Virtual,Sr.,Tarde,305.221,305.222,305
306.221,306.222,2022-07-12,Vadapav,Comida rapida,Restaurante,20.00,14,280.00,Cheque,Sra.,Tarde/noche,306.221,306.222,306
307.221,307.222,2022-07-12,Jugo cania de azucar,Bebidas,Domicilio,25.00,9,225.00,Virtual,Sr.,Tarde,307.221,307.222,307
308.221,308.222,2022-07-13,Jugo cania de azucar,Bebidas,Domicilio,25.00,12,300.00,Efectivo,Sra.,Tarde,308.221,308.222,308
309.221,309.222,2022-07-14,Sandwich,Comida rapida,Restaurante,60.00,12,720.00,Efectivo,Sr.,Tarde,309.221,309.222,309
310.221,310.222,2022-07-14,Jugo cania de azucar,Bebidas,Restaurante,25.00,7,175.00,Virtual,Sra.,Tarde/noche,310.221,310.222,310
311.221,311.222,2022-07-15,Vadapav,Comida rapida,Restaurante,20.00,6,120.00,Virtual,Sra.,Media noche,311.221,311.222,311
312.221,312.222,2022-07-16,Cafe frio,Bebidas,Restaurante,40.00,5,200.00,Efectivo,Sra.,Noche,312.221,312.222,312
313.221,313.222,2022-07-16,Aalopuri,Comida rapida,Restaurante,20.00,5,100.00,Virtual,Sr.,Tarde,313.221,313.222,313
314.221,314.222,2022-07-16,Cafe frio,Bebidas,Restaurante,40.00,5,200.00,Efectivo,Sr.,Noche,314.221,314.222,314
315.221,315.222,2022-07-17,Frankie,Comida rapida,Domicilio,50.00,3,150.00,Virtual,Sra.,Tarde/noche,315.221,315.222,315
316.221,316.222,2022-07-17,Aalopuri,Comida rapida,Domicilio,20.00,12,240.00,Virtual,Sra.,Noche,316.221,316.222,316
317.221,317.222,2022-07-17,Jugo cania de azucar,Bebidas,Domicilio,25.00,13,325.00,Cheque,Sr.,Maniana,317.221,317.222,317
318.221,318.222,2022-07-17,Frankie,Comida rapida,Restaurante,50.00,3,150.00,Virtual,Sra.,Noche,318.221,318.222,318
319.221,319.222,2022-07-18,Jugo cania de azucar,Bebidas,Domicilio,25.00,12,300.00,Virtual,Sr.,Maniana,319.221,319.222,319
320.221,320.222,2022-07-18,Jugo cania de azucar,Bebidas,Domicilio,25.00,15,375.00,Virtual,Sra.,Noche,320.221,320.222,320
321.221,321.222,2022-07-19,Jugo cania de azucar,Bebidas,Domicilio,25.00,9,225.00,Efectivo,Sra.,Tarde,321.221,321.222,321
322.221,322.222,2022-07-19,Frankie,Comida rapida,Domicilio,50.00,3,150.00,Efectivo,Sr.,Tarde/noche,322.221,322.222,322
323.221,323.222,2022-07-19,Jugo cania de azucar,Bebidas,Domicilio,25.00,14,350.00,Virtual,Sra.,Tarde/noche,323.221,323.222,323
324.221,324.222,2022-07-20,Panipuri,Comida rapida,Domicilio,20.00,3,60.00,Efectivo,Sra.,Tarde/noche,324.221,324.222,324
325.221,325.222,2022-07-20,Frankie,Comida rapida,Domicilio,50.00,6,300.00,Efectivo,Sr.,Noche,325.221,325.222,325
326.221,326.222,2022-07-21,Panipuri,Comida rapida,Domicilio,20.00,1,20.00,Efectivo,Sra.,Tarde/noche,326.221,326.222,326
327.221,327.222,2022-07-21,Panipuri,Comida rapida,Domicilio,20.00,11,220.00,Virtual,Sra.,Maniana,327.221,327.222,327
328.221,328.222,2022-07-21,Sandwich,Comida rapida,Restaurante,60.00,7,420.00,Efectivo,Sr.,Media noche,328.221,328.222,328
329.221,329.222,2022-07-21,Jugo cania de azucar,Bebidas,Domicilio,25.00,4,100.00,Efectivo,Sra.,Noche,329.221,329.222,329
330.221,330.222,2022-07-22,Aalopuri,Comida rapida,Domicilio,20.00,1,20.00,Virtual,Sra.,Tarde/noche,330.221,330.222,330
331.221,331.222,2022-07-22,Jugo cania de azucar,Bebidas,Domicilio,25.00,5,125.00,Efectivo,Sr.,Media noche,331.221,331.222,331
332.221,332.222,2022-07-23,Vadapav,Comida rapida,Domicilio,20.00,10,200.00,Virtual,Sr.,Noche,332.221,332.222,332
333.221,333.222,2022-07-24,Frankie,Comida rapida,Restaurante,50.00,10,500.00,Virtual,Sr.,Media noche,333.221,333.222,333
334.221,334.222,2022-07-24,Aalopuri,Comida rapida,Restaurante,20.00,12,240.00,Efectivo,Sra.,Media noche,334.221,334.222,334
335.221,335.222,2022-07-25,Aalopuri,Comida rapida,Restaurante,20.00,4,80.00,Efectivo,Sr.,Maniana,335.221,335.222,335
336.221,336.222,2022-07-25,Sandwich,Comida rapida,Domicilio,60.00,9,540.00,Efectivo,Sra.,Noche,336.221,336.222,336
337.221,337.222,2022-07-26,Aalopuri,Comida rapida,Restaurante,20.00,13,260.00,Efectivo,Sr.,Tarde,337.221,337.222,337
338.221,338.222,2022-07-26,Panipuri,Comida rapida,Restaurante,20.00,13,260.00,Efectivo,Sr.,Tarde,338.221,338.222,338
339.221,339.222,2022-07-26,Sandwich,Comida rapida,Domicilio,60.00,9,540.00,Efectivo,Sra.,Noche,339.221,339.222,339
340.221,340.222,2022-07-27,Aalopuri,Comida rapida,Restaurante,20.00,4,80.00,Efectivo,Sr.,Noche,340.221,340.222,340
341.221,341.222,2022-07-27,Panipuri,Comida rapida,Restaurante,20.00,10,200.00,Efectivo,Sr.,Media noche,341.221,341.222,341
342.221,342.222,2022-07-27,Vadapav,Comida rapida,Restaurante,20.00,6,120.00,Efectivo,Sra.,Tarde/noche,342.221,342.222,342
343.221,343.222,2022-07-27,Sandwich,Comida rapida,Domicilio,60.00,8,480.00,Virtual,Sra.,Tarde/noche,343.221,343.222,343
344.221,344.222,2022-07-27,Panipuri,Comida rapida,Restaurante,20.00,6,120.00,Efectivo,Sra.,Noche,344.221,344.222,344
345.221,345.222,2022-07-29,Panipuri,Comida rapida,Restaurante,20.00,5,100.00,Efectivo,Sr.,Media noche,345.221,345.222,345
346.221,346.222,2022-07-29,Frankie,Comida rapida,Restaurante,50.00,5,250.00,Virtual,Sra.,Noche,346.221,346.222,346
347.221,347.222,2022-07-30,Panipuri,Comida rapida,Restaurante,20.00,12,240.00,Efectivo,Sr.,Noche,347.221,347.222,347
348.221,348.222,2022-07-30,Jugo cania de azucar,Bebidas,Restaurante,25.00,7,175.00,Efectivo,Sr.,Tarde/noche,348.221,348.222,348
349.221,349.222,2022-07-30,Aalopuri,Comida rapida,Restaurante,20.00,9,180.00,Efectivo,Sr.,Media noche,349.221,349.222,349
350.221,350.222,2022-07-31,Panipuri,Comida rapida,Restaurante,20.00,5,100.00,Efectivo,Sr.,Maniana,350.221,350.222,350
351.221,351.222,2022-07-31,Frankie,Comida rapida,Restaurante,50.00,7,350.00,Cheque,Sra.,Maniana,351.221,351.222,351
352.221,352.222,2022-07-31,Cafe frio,Bebidas,Domicilio,40.00,9,360.00,Virtual,Sra.,Maniana,352.221,352.222,352
353.221,353.222,2022-08-04,Panipuri,Comida rapida,Domicilio,20.00,11,220.00,Virtual,Sra.,Noche,353.221,353.222,353
354.221,354.222,2022-08-04,Vadapav,Comida rapida,Restaurante,20.00,4,80.00,Virtual,Sra.,Media noche,354.221,354.222,354
355.221,355.222,2022-08-04,Frankie,Comida rapida,Domicilio,50.00,1,50.00,Virtual,Sr.,Tarde/noche,355.221,355.222,355
356.221,356.222,2022-08-05,Panipuri,Comida rapida,Restaurante,20.00,11,220.00,Cheque,Sr.,Maniana,356.221,356.222,356
357.221,357.222,2022-08-05,Jugo cania de azucar,Bebidas,Restaurante,25.00,12,300.00,Efectivo,Sra.,Media noche,357.221,357.222,357
358.221,358.222,2022-08-05,Sandwich,Comida rapida,Restaurante,60.00,1,60.00,Efectivo,Sra.,Tarde,358.221,358.222,358
359.221,359.222,2022-08-05,Frankie,Comida rapida,Restaurante,50.00,13,650.00,Virtual,Sra.,Tarde/noche,359.221,359.222,359
360.221,360.222,2022-08-05,Jugo cania de azucar,Bebidas,Domicilio,25.00,1,25.00,Virtual,Sr.,Tarde,360.221,360.222,360
361.221,361.222,2022-08-05,Jugo cania de azucar,Bebidas,Domicilio,25.00,4,100.00,Efectivo,Sra.,Tarde,361.221,361.222,361
362.221,362.222,2022-08-06,Vadapav,Comida rapida,Restaurante,20.00,14,280.00,Efectivo,Sr.,Noche,362.221,362.222,362
363.221,363.222,2022-08-07,Frankie,Comida rapida,Domicilio,50.00,5,250.00,Virtual,Sra.,Noche,363.221,363.222,363
364.221,364.222,2022-08-07,Panipuri,Comida rapida,Restaurante,20.00,10,200.00,Virtual,Sr.,Noche,364.221,364.222,364
365.221,365.222,2022-08-08,Cafe frio,Bebidas,Restaurante,40.00,12,480.00,Cheque,Sr.,Tarde,365.221,365.222,365
366.221,366.222,2022-08-08,Panipuri,Comida rapida,Domicilio,20.00,5,100.00,Efectivo,Sr.,Tarde,366.221,366.222,366
367.221,367.222,2022-08-09,Panipuri,Comida rapida,Domicilio,20.00,2,40.00,Efectivo,Sr.,Tarde/noche,367.221,367.222,367
368.221,368.222,2022-08-09,Frankie,Comida rapida,Restaurante,50.00,10,500.00,Efectivo,Sra.,Noche,368.221,368.222,368
369.221,369.222,2022-08-09,Frankie,Comida rapida,Restaurante,50.00,9,450.00,Virtual,Sr.,Noche,369.221,369.222,369
370.221,370.222,2022-08-10,Jugo cania de azucar,Bebidas,Domicilio,25.00,14,350.00,Cheque,Sra.,Media noche,370.221,370.222,370
371.221,371.222,2022-08-10,Sandwich,Comida rapida,Restaurante,60.00,11,660.00,Efectivo,Sra.,Media noche,371.221,371.222,371
372.221,372.222,2022-08-10,Frankie,Comida rapida,Domicilio,50.00,5,250.00,Virtual,Sra.,Noche,372.221,372.222,372
373.221,373.222,2022-08-10,Frankie,Comida rapida,Domicilio,50.00,2,100.00,Virtual,Sr.,Noche,373.221,373.222,373
374.221,374.222,2022-08-11,Panipuri,Comida rapida,Domicilio,20.00,10,200.00,Efectivo,Sra.,Media noche,374.221,374.222,374
375.221,375.222,2022-08-11,Panipuri,Comida rapida,Restaurante,20.00,13,260.00,Efectivo,Sra.,Media noche,375.221,375.222,375
376.221,376.222,2022-08-11,Jugo cania de azucar,Bebidas,Domicilio,25.00,14,350.00,Virtual,Sra.,Tarde/noche,376.221,376.222,376
377.221,377.222,2022-08-12,Cafe frio,Bebidas,Restaurante,40.00,13,520.00,Efectivo,Sra.,Media noche,377.221,377.222,377
378.221,378.222,2022-08-13,Vadapav,Comida rapida,Restaurante,20.00,6,120.00,Efectivo,Sra.,Tarde,378.221,378.222,378
379.221,379.222,2022-08-13,Panipuri,Comida rapida,Restaurante,20.00,12,240.00,Cheque,Sr.,Tarde,379.221,379.222,379
380.221,380.222,2022-08-13,Jugo cania de azucar,Bebidas,Domicilio,25.00,7,175.00,Virtual,Sr.,Tarde,380.221,380.222,380
381.221,381.222,2022-08-13,Frankie,Comida rapida,Restaurante,50.00,10,500.00,Virtual,Sr.,Media noche,381.221,381.222,381
382.221,382.222,2022-08-14,Aalopuri,Comida rapida,Domicilio,20.00,10,200.00,Virtual,Sr.,Tarde,382.221,382.222,382
383.221,383.222,2022-08-14,Sandwich,Comida rapida,Restaurante,60.00,14,840.00,Cheque,Sr.,Maniana,383.221,383.222,383
384.221,384.222,2022-08-14,Sandwich,Comida rapida,Restaurante,60.00,1,60.00,Virtual,Sra.,Tarde/noche,384.221,384.222,384
385.221,385.222,2022-08-14,Cafe frio,Bebidas,Domicilio,40.00,7,280.00,Virtual,Sr.,Tarde,385.221,385.222,385
386.221,386.222,2022-08-14,Panipuri,Comida rapida,Restaurante,20.00,11,220.00,Virtual,Sr.,Media noche,386.221,386.222,386
387.221,387.222,2022-08-15,Jugo cania de azucar,Bebidas,Restaurante,25.00,6,150.00,Efectivo,Sra.,Tarde,387.221,387.222,387
388.221,388.222,2022-08-15,Cafe frio,Bebidas,Restaurante,40.00,10,400.00,Virtual,Sra.,Tarde/noche,388.221,388.222,388
389.221,389.222,2022-08-15,Vadapav,Comida rapida,Domicilio,20.00,6,120.00,Efectivo,Sr.,Media noche,389.221,389.222,389
390.221,390.222,2022-08-15,Panipuri,Comida rapida,Restaurante,20.00,15,300.00,Efectivo,Sr.,Media noche,390.221,390.222,390
391.221,391.222,2022-08-15,Panipuri,Comida rapida,Restaurante,20.00,5,100.00,Virtual,Sra.,Media noche,391.221,391.222,391
392.221,392.222,2022-08-16,Cafe frio,Bebidas,Domicilio,40.00,9,360.00,Efectivo,Sra.,Noche,392.221,392.222,392
